store_id,sku,upc,product_name,brand,category,subcategory,search_aliases,size,price_usd,inventory_status,quantity_on_hand,aisle,section,rack,shelf_level,position,location_instructions,alternative_skus,sponsored,source_verified,source_url,inventory_data_type,last_updated
CVS-DEMO-001,CVS-234540,,"Systane Lubricant Eye Drops, 1 fl oz",Systane,Health & Medicine,Eye Drops,eye drops|dry eye relief|lubricating drops|artificial tears,1 FL OZ,20.30,low_stock,3,18,Eye Drops,4,2,6,"Aisle 18, Eye Drops section, rack 4, shelf 2, position 6",CVS-665269|CVS-622742,false,true,https://www.cvs.com/shop/systane-lubricant-eye-drops-prodid-234540,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1060124,,"Systane Lubricant Eye Drops, 30CT",Systane,Health & Medicine,Eye Drops,eye drops|dry eye relief|lubricating drops|artificial tears,30CT,21.67,in_stock,10,18,Eye Drops,5,3,7,"Aisle 18, Eye Drops section, rack 5, shelf 3, position 7",CVS-665269|CVS-622742,false,true,https://www.cvs.com/shop/systane-lubricant-eye-drops-30ct-prodid-1060124,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-398996,,"Children's Robitussin Honey Nighttime Cough Liquid, 4 FL OZ",Children's,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 FL OZ,23.04,in_stock,17,17,Cough Medicine,1,4,8,"Aisle 17, Cough Medicine section, rack 1, shelf 4, position 8",CVS-1040140|CVS-1040192,false,true,https://www.cvs.com/shop/children-s-robitussin-honey-nighttime-cough-liquid-4-fl-oz-prodid-398996,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1040140,,"Children's Robitussin Long-Acting Cough and Cold Medicine, Fruit Punch Flavor - 4 Fl Oz Bottle",Children's,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 FL OZ,24.41,in_stock,24,17,Cough Medicine,2,1,1,"Aisle 17, Cough Medicine section, rack 2, shelf 1, position 1",CVS-398996|CVS-1040192,false,true,https://www.cvs.com/shop/children-s-robitussin-long-acting-cough-and-cold-medicine-fruit-punch-flavor-4-fl-oz-bottle-prodid-1040140,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1040192,,"Robitussin Adult Cough + Chest Congestion DM (8 fl. oz. Bottle), Non-Drowsy, Cough Suppressant & Expectorant",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,,3.78,out_of_stock,0,17,Cough Medicine,3,2,2,"Aisle 17, Cough Medicine section, rack 3, shelf 2, position 2",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-cough-chest-congestion-dm-8-fl-oz-bottle-non-drowsy-cough-suppressant-expectorant-prodid-1040192,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1040188,,"Robitussin Adult Maximum Strength Cough + Chest Congestion DM Max (8 fl. oz. Bottle), Non-Drowsy Cough Suppressant & Expectorant, Raspberry Flavor",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,,5.15,in_stock,7,17,Cough Medicine,4,3,3,"Aisle 17, Cough Medicine section, rack 4, shelf 3, position 3",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-maximum-strength-cough-chest-congestion-dm-liquid-relief-raspberry-prodid-1040188,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-697077,,"Robitussin Adult Maximum Strength Cough+Chest Congestion, Non-Drowsy Cough Suppressant & Expectorant, Raspberry, 8 FL OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 FL OZ,6.52,in_stock,14,17,Cough Medicine,5,4,4,"Aisle 17, Cough Medicine section, rack 5, shelf 4, position 4",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-maximum-strength-cough-chest-congestion-non-drowsy-cough-suppressant-expectorant-raspberry-8-fl-oz-prodid-697077,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-504366,,"Robitussin Adult Maximum Strength Daytime and Nighttime Twin Pack, 2-4 OZ Bottles",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 OZ,7.89,in_stock,21,17,Cough Medicine,1,1,5,"Aisle 17, Cough Medicine section, rack 1, shelf 1, position 5",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-maximum-strength-daytime-and-nighttime-twin-pack-2-4-oz-bottles-prodid-504366,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-974037,,"Robitussin Adult Maximum Strength Daytime and Nighttime Twin Pack, 2-4 OZ Bottles",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 OZ,9.26,in_stock,28,17,Cough Medicine,2,2,6,"Aisle 17, Cough Medicine section, rack 2, shelf 2, position 6",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-maximum-strength-daytime-and-nighttime-twin-pack-2-4-oz-bottles-prodid-974037,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-940582,,"Robitussin Adult Maximum Strength Nighttime Cough DM, Blue Raspberry, 4 FL OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 FL OZ,10.63,low_stock,4,17,Cough Medicine,3,3,7,"Aisle 17, Cough Medicine section, rack 3, shelf 3, position 7",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-maximum-strength-nighttime-cough-dm-blue-raspberry-4-fl-oz-prodid-940582,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1760440,,"Robitussin Adult Maximum Strength Severe Cough + Sore Throat Relief Medicine, 8 FL OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 FL OZ,12.00,in_stock,11,17,Cough Medicine,4,4,8,"Aisle 17, Cough Medicine section, rack 4, shelf 4, position 8",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-adult-maximum-strength-severe-cough-sore-throat-relief-medicine-8-fl-oz-prodid-1760440,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-2100024,,"Robitussin Children's Honey Cough & Chest Congestion, 4 OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 OZ,13.37,in_stock,18,17,Cough Medicine,5,1,1,"Aisle 17, Cough Medicine section, rack 5, shelf 1, position 1",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-children-s-honey-cough-chest-congestion-4-oz-prodid-2100024,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-366843,,"Robitussin Cough+Chest Congestion DM Day and Nighttime Combo Pack, 2 4 OZ bottles",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,4 OZ,14.74,in_stock,25,17,Cough Medicine,1,2,2,"Aisle 17, Cough Medicine section, rack 1, shelf 2, position 2",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-cough-chest-congestion-dm-day-and-nighttime-combo-pack-2-4-oz-bottles-prodid-366843,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-2220588,,"Robitussin Honey Cough + Chest Congestion DM Adult Max. Strength Day Liquid Syrup, 8 fl OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 FL OZ,16.11,low_stock,1,17,Cough Medicine,2,3,3,"Aisle 17, Cough Medicine section, rack 2, shelf 3, position 3",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-honey-cough-chest-congestion-dm-adult-max-strength-day-liquid-syrup-8-fl-oz-prodid-2220588,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-700908,,"Robitussin Honey Cough + Chest Congestion DM Adult Max. Strength Day Liquid Syrup, 8 fl OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 FL OZ,17.48,in_stock,8,17,Cough Medicine,3,4,4,"Aisle 17, Cough Medicine section, rack 3, shelf 4, position 4",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-honey-cough-chest-congestion-dm-adult-max-strength-day-liquid-syrup-8-fl-oz-prodid-700908,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-567343,,"Robitussin Maximum Strength Severe Multi-symptom Cough, Cold, and Flu Relief Liquid, Raspberry, 8 OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 OZ,18.85,in_stock,15,17,Cough Medicine,4,1,5,"Aisle 17, Cough Medicine section, rack 4, shelf 1, position 5",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-maximum-strength-severe-multi-symptom-cough-cold-and-flu-relief-liquid-raspberry-8-oz-prodid-567343,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-344008,,"Robitussin Severe Cough, Flu + Sore Throat Daytime Relief, Honey with Elderberry, 8 OZ",Robitussin,Health & Medicine,Cough Medicine,cough medicine|cough syrup|cough relief|chest congestion medicine,8 OZ,20.22,in_stock,22,17,Cough Medicine,5,2,6,"Aisle 17, Cough Medicine section, rack 5, shelf 2, position 6",CVS-398996|CVS-1040140,false,true,https://www.cvs.com/shop/robitussin-severe-cough-flu-sore-throat-daytime-relief-honey-with-elderberry-8-oz-prodid-344008,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-513702,,"Advil PM, Ibuprofen 200mg Liquid Gels Mini, 20 CT",Advil,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|advil pain, allergy & cold",200MG,21.59,in_stock,29,16,"Pain, Allergy & Cold",1,3,7,"Aisle 16, Pain, Allergy & Cold section, rack 1, shelf 3, position 7",CVS-884660|CVS-1040240,false,true,https://www.cvs.com/shop/advil-liquid-gels-mini-pm-20-ct-prodid-513702,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-884660,,"Advil Pain Reliever/ Fever Reducer 200 MG Ibuprofen Tablets, 10 CT, 2 PK",Advil,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|advil pain, allergy & cold",200 MG,22.96,in_stock,5,16,"Pain, Allergy & Cold",2,4,8,"Aisle 16, Pain, Allergy & Cold section, rack 2, shelf 4, position 8",CVS-513702|CVS-1040240,false,true,https://www.cvs.com/shop/advil-pain-reliever-fever-reducer-200-mg-ibuprofen-tablets-10-ct-2-pk-prodid-884660,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1040240,,"Advil Pain Reliever/ Fever Reducer 200 MG Ibuprofen Tablets, 24 CT",Advil,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|advil pain, allergy & cold",200 MG,24.33,in_stock,12,16,"Pain, Allergy & Cold",3,1,1,"Aisle 16, Pain, Allergy & Cold section, rack 3, shelf 1, position 1",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/advil-pain-reliever-fever-reducer-200-mg-ibuprofen-tablets-prodid-1040240,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-634302,,"Alka-Seltzer COLD Cold + Congestion Severe Night Fast Dissolve Tablets, Lemon, 24 CT",Alka-Seltzer,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|alka-seltzer pain, allergy & cold",24 CT,3.70,in_stock,19,16,"Pain, Allergy & Cold",4,2,2,"Aisle 16, Pain, Allergy & Cold section, rack 4, shelf 2, position 2",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/alka-seltzer-cold-cold-congestion-severe-night-fast-dissolve-tablets-lemon-24-ct-prodid-634302,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-246032,,"Always Maxi Pads without Wings, Size 4, Overnight, 28 CT",Always,Personal Care,Feminine Care,feminine care|always feminine care,28 CT,5.07,in_stock,26,12,Feminine Care,5,3,3,"Aisle 12, Feminine Care section, rack 5, shelf 3, position 3",,false,true,https://www.cvs.com/shop/always-maxi-pads-without-wings-size-4-overnight-28-ct-prodid-246032,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-635332,,"Benadryl Allergy Ultratabs Go Packs, 4 CT",Benadryl,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|benadryl pain, allergy & cold",4 CT,6.44,low_stock,2,16,"Pain, Allergy & Cold",1,4,4,"Aisle 16, Pain, Allergy & Cold section, rack 1, shelf 4, position 4",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/benadryl-allergy-ultratabs-go-packs-4-ct-prodid-635332,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-238679,,"Betadine Antiseptic Sore Throat Medicated Gargle, 8 OZ",Betadine,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|betadine sore throat & cough drops,8 OZ,7.81,in_stock,9,17,Sore Throat & Cough Drops,2,1,5,"Aisle 17, Sore Throat & Cough Drops section, rack 2, shelf 1, position 5",CVS-707032|CVS-210079,false,true,https://www.cvs.com/shop/betadine-antiseptic-sore-throat-medicated-gargle-8-oz-prodid-238679,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1170195,,"Bio True Multi-Purpose Solution, 10 FL OZ, Twin Pack",Bio True,Health & Medicine,General Health,general health|bio true general health,10 FL OZ,9.18,in_stock,16,15,General Health,3,2,6,"Aisle 15, General Health section, rack 3, shelf 2, position 6",CVS-239896|CVS-771061,false,true,https://www.cvs.com/shop/bio-true-multi-purpose-solution-10-fl-oz-twin-pack-prodid-1170195,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-111879,,"Biofreeze Day & Overnight Pain Relief Patches, 9 CT",Biofreeze,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|biofreeze pain, allergy & cold",9 CT,10.55,in_stock,23,16,"Pain, Allergy & Cold",4,3,7,"Aisle 16, Pain, Allergy & Cold section, rack 4, shelf 3, position 7",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/biofreeze-day-overnight-pain-relief-patches-9-ct-prodid-111879,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-607385,,"Biotrue Hydration Plus Contact Lens Solution, 4 OZ",Biotrue,Personal Care,Eye Care,eye care|biotrue eye care,4 OZ,11.92,in_stock,30,18,Eye Care,5,4,8,"Aisle 18, Eye Care section, rack 5, shelf 4, position 8",CVS-795661|CVS-482149,false,true,https://www.cvs.com/shop/biotrue-hydration-plus-contact-lens-solution-4-oz-prodid-607385,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-239896,,"Biotrue Hydration Plus Multi-Purpose Solutio, Lens Case Included, 10 fl oz",Biotrue,Health & Medicine,General Health,general health|biotrue general health,10 FL OZ,13.29,in_stock,6,15,General Health,1,1,1,"Aisle 15, General Health section, rack 1, shelf 1, position 1",CVS-1170195|CVS-771061,false,true,https://www.cvs.com/shop/biotrue-hydration-plus-multi-purpose-solution-lens-case-included-prodid-239896,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-795661,,"Biotrue Multi-Purpose Contact Lens Solution, 10 fl oz",Biotrue,Personal Care,Eye Care,eye care|biotrue eye care,10 FL OZ,14.66,in_stock,13,18,Eye Care,2,2,2,"Aisle 18, Eye Care section, rack 2, shelf 2, position 2",CVS-607385|CVS-482149,false,true,https://www.cvs.com/shop/biotrue-multi-purpose-contact-lens-solution-10-fl-oz-prodid-795661,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-771061,,"Biotrue Travel Kit, Multi-Purpose Solution with Lens Case, 2 OZ",Biotrue,Health & Medicine,General Health,general health|biotrue general health,2 OZ,16.03,in_stock,20,15,General Health,3,3,3,"Aisle 15, General Health section, rack 3, shelf 3, position 3",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/biotrue-travel-kit-multi-purpose-solution-with-lens-case-2-oz-prodid-771061,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1170188,,"Boston Simplus Multi-Action Solution, 3.5 fl oz",Boston,Health & Medicine,General Health,general health|boston general health,3.5 FL OZ,17.40,in_stock,27,15,General Health,4,4,4,"Aisle 15, General Health section, rack 4, shelf 4, position 4",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/boston-simplus-multi-action-solution-3-5-fl-oz-prodid-1170188,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1170281,,"CVS 24HR Allergy Relief Tablets, 10mg Cetirizine HCl, 14 CT",CVS,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|cvs pain, allergy & cold",10MG,18.77,low_stock,3,16,"Pain, Allergy & Cold",5,1,5,"Aisle 16, Pain, Allergy & Cold section, rack 5, shelf 1, position 5",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/cvs-24hr-allergy-relief-tablets-10mg-cetirizine-hcl-prodid-1170281,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1170380,,CVS Body Analysis Scale,CVS,Health & Medicine,General Health,general health|cvs general health,,20.14,in_stock,10,15,General Health,1,2,6,"Aisle 15, General Health section, rack 1, shelf 2, position 6",CVS-1170195|CVS-239896,false,true,https://www.cvs.com/shop/cvs-body-analysis-scale-prodid-1170380,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-482149,,"CVS Cleansing Eyelid Wipes, 30 CT",CVS,Personal Care,Eye Care,eye care|cvs eye care,30 CT,21.51,in_stock,17,18,Eye Care,2,3,7,"Aisle 18, Eye Care section, rack 2, shelf 3, position 7",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/cvs-cleansing-eyelid-wipes-30-ct-prodid-482149,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-251591,,CVS Concave Eye Patch,CVS,Personal Care,Eye Care,eye care|cvs eye care,,22.88,in_stock,24,18,Eye Care,3,4,8,"Aisle 18, Eye Care section, rack 3, shelf 4, position 8",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/cvs-concave-eye-patch-prodid-251591,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-251599,,"CVS Eyeglass Lens Cleaner, 4 OZ",CVS,Personal Care,Eye Care,eye care|cvs eye care,4 OZ,24.25,out_of_stock,0,18,Eye Care,4,1,1,"Aisle 18, Eye Care section, rack 4, shelf 1, position 1",CVS-607385|CVS-795661,false,true,https://www.cvs.com/shop/cvs-eyeglass-lens-cleaner-4-oz-prodid-251599,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-707032,,"CVS Fast Acting Sore Throat Lozenges, Cherry, 18 CT",CVS,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|cvs sore throat & cough drops,18 CT,3.62,in_stock,7,17,Sore Throat & Cough Drops,5,2,2,"Aisle 17, Sore Throat & Cough Drops section, rack 5, shelf 2, position 2",CVS-238679|CVS-210079,false,true,https://www.cvs.com/shop/cvs-fast-acting-sore-throat-lozenges-prodid-707032,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-1080127,,"CVS Ibuprofen Tablets, 20CT",CVS,Health & Medicine,"Pain, Allergy & Cold","pain, allergy & cold|cvs pain, allergy & cold",20CT,4.99,in_stock,14,16,"Pain, Allergy & Cold",1,3,3,"Aisle 16, Pain, Allergy & Cold section, rack 1, shelf 3, position 3",CVS-513702|CVS-884660,false,true,https://www.cvs.com/shop/cvs-ibuprofen-tablets-200mg-coated-prodid-1080127,demo_simulated,2026-09-12T12:00:00-04:00
CVS-DEMO-001,CVS-210079,,"CVS Menthol Cough Drops, 160 CT",CVS,Health & Medicine,Sore Throat & Cough Drops,sore throat & cough drops|cvs sore throat & cough drops,160 CT,6.36,in_stock,21,17,Sore Throat & Cough Drops,2,4,4,"Aisle 17, Sore Throat & Cough Drops section, rack 2, shelf 4, position 4",CVS-238679|CVS-707032,false,true,https://www.cvs.com/shop/cvs-menthol-cough-drops-160-ct-prodid-210079,demo_simulated,2026-09-12T12:00:00-04:00
